group,fiscal_year,fiscal_quarter,period_key,revenue_usd_m,operating_income_usd_m,company_coverage,revenue_yoy_growth,revenue_qoq_growth,op_income_yoy_growth,op_income_qoq_growth,best_growth_metric,best_growth_rate,avg_pair_corr,pc1_share,strong_pair_share,classification,n_assets,momentum_read
meterier,2023,1,2023Q1,12540.646,2213.346,3,0.1729796651245569,0.06995122617741512,0.2629032676414096,0.11675338294302044,op income YoY,0.2629032676414096,0.293912472498889,0.4125943173865927,0.10714285714285714,weak / fragmented,8,fundamental momentum present but stock coupling weak
Server OEM,2023,1,2023Q1,30583.73,1464.128,3,0.13507500110086243,0.04134880015475384,0.460237055027832,0.3902545701641585,op income YoY,0.460237055027832,0.1774135799841258,0.34522622524719043,0.027777777777777776,weak / fragmented,9,fundamental momentum present but stock coupling weak
NAND,2023,2,2023Q2,7949.0,1307.0,2,0.20683459271747828,-0.021419371527593434,2.1339662447257384,-0.0378958035393106,op income YoY,2.1339662447257384,0.8004593605627804,0.9002296802813904,1.0,high coupling,3,strong coupling with positive fundamental momentum
HW equipment,2023,2,2023Q2,14049.451,3486.236,6,0.1993830523438568,0.03898064935289969,0.3218345830617505,-0.035971561202032,op income YoY,0.3218345830617505,0.7203647268859478,0.7450238103314617,0.7142857142857143,high coupling,14,strong coupling with positive fundamental momentum
DRAM,2023,2,2023Q2,7786.0,2546.0,1,0.248556767158435,0.012878886431637815,2.8401206636500755,-0.03230710756366406,op income YoY,2.8401206636500755,0.613146304749202,0.742148471329998,0.0,high coupling,3,strong coupling with positive fundamental momentum
AI Platforms,2023,2,2023Q2,29597.61,1500.903,9,0.4143269561486206,0.14301785315596716,0.12800776913553893,-0.535743243566893,revenue YoY,0.4143269561486206,0.5746194948672971,0.6303692582466014,0.3888888888888889,moderate coupling,9,strong coupling with positive fundamental momentum
AI Chip,2023,2,2023Q2,25296.9,6561.3,4,0.5676695423632883,0.14940616940745788,1.0561200092531193,-0.06632068152595601,op income YoY,1.0561200092531193,0.5265547894601273,0.6398597902911778,0.3,moderate coupling,5,strong coupling with positive fundamental momentum
AI Software,2023,2,2023Q2,28822.0,8358.0,1,-0.008769818069264357,0.032750465816253405,-0.3241691598609202,-0.01947442515251052,revenue QoQ,0.032750465816253405,0.5248724581154053,0.7624362290577027,0.0,moderate coupling,2,mixed / modest signal
Hyperscalers,2023,2,2023Q2,253007.0,44193.0,4,0.11405915620892865,0.06804662809422785,-0.3878745514791825,-0.31725346294868906,revenue YoY,0.11405915620892865,0.4941370621929633,0.5859903870728407,0.2,moderate coupling,6,mixed / modest signal
components,2023,2,2023Q2,10698.0,2449.4089999999997,5,0.4083896608631455,0.17344749991107777,0.8287261043052082,1.1558845842199112,op income QoQ,1.1558845842199112,0.4693123376491232,0.5325729025743062,0.23076923076923078,moderate coupling,14,mixed / modest signal
Server EMS,2023,2,2023Q2,8144.07,313.274,2,0.08374721537649432,0.03597327464346045,0.26637697793453863,-0.06697046507377774,op income YoY,0.26637697793453863,0.4499678013865459,0.5706798556323063,0.0,weak / fragmented,5,mixed / modest signal
OSAT / packiging,2023,2,2023Q2,1504.868,142.809,1,0.0699115201541376,-0.05758208835582812,-0.0793346871675854,-0.31998304826482804,revenue YoY,0.0699115201541376,0.4455093239077214,0.5555166253102398,0.2,moderate coupling,6,mixed / modest signal
Cooling,2023,2,2023Q2,9880.3,1540.1,3,0.030005793315307543,0.11225151641296582,-0.16468349219359113,0.16963296159951258,op income QoQ,0.16963296159951258,0.4303658025196819,0.5827555785320878,0.16666666666666666,moderate coupling,4,mixed / modest signal
Server Networking,2023,2,2023Q2,24123.920000000002,7531.498,10,0.14816283865844054,0.18766179041018502,0.3908230456392451,0.11127019001087148,op income YoY,0.3908230456392451,0.3612415878330422,0.4542560885082421,0.1282051282051282,weak / fragmented,14,mixed / modest signal
Energy,2023,2,2023Q2,34347.128,1115.8799999999997,9,0.19073636790036017,0.0667546032747063,-4.737961242810123,-0.3289174155738675,revenue YoY,0.19073636790036017,0.3249318059751133,0.41892404661577987,0.1323529411764706,weak / fragmented,18,fundamental momentum present but stock coupling weak
meterier,2023,2,2023Q2,12764.489,1236.97,3,0.11989701501142713,0.02608166354748198,-0.16489372516565648,-0.25842987919859617,revenue YoY,0.11989701501142713,0.293912472498889,0.4125943173865927,0.10714285714285714,weak / fragmented,8,mixed / modest signal
Server OEM,2023,2,2023Q2,32076.419,1275.049,3,0.15936952256439865,0.05683562697312683,0.0020252907878885638,0.08167451676101319,revenue YoY,0.15936952256439865,0.1774135799841258,0.34522622524719043,0.027777777777777776,weak / fragmented,9,fundamental momentum present but stock coupling weak
NAND,2023,3,2023Q3,7183.0,753.0,2,0.04248887007754454,-0.09714695475877627,0.06674049132900739,-0.4073388512071337,op income YoY,0.06674049132900739,0.8004593605627804,0.9002296802813904,1.0,high coupling,3,mixed / modest signal
HW equipment,2023,3,2023Q3,14258.214,3297.4309999999996,6,0.14696405475062363,0.017263696468393024,-0.1648456783491105,-0.2436254218755372,revenue YoY,0.14696405475062363,0.7203647268859478,0.7450238103314617,0.7142857142857143,high coupling,14,mixed / modest signal
DRAM,2023,3,2023Q3,8642.0,3004.0,1,0.16437617892751288,0.10994091959928065,0.6698165647581991,0.17989002356637873,op income YoY,0.6698165647581991,0.613146304749202,0.742148471329998,0.0,high coupling,3,strong coupling with positive fundamental momentum
AI Platforms,2023,3,2023Q3,28963.604,1239.481,9,0.39712331767015074,0.06491838298452908,-0.19026234150279944,0.7404634890116385,op income QoQ,0.7404634890116385,0.5746194948672971,0.6303692582466014,0.3888888888888889,moderate coupling,9,strong coupling with positive fundamental momentum
AI Chip,2023,3,2023Q3,24815.2,7045.6,4,0.4411742049388652,0.011636095786206807,0.2934778782245819,-0.2898808871706184,revenue YoY,0.4411742049388652,0.5265547894601273,0.6398597902911778,0.3,moderate coupling,5,strong coupling with positive fundamental momentum
AI Software,2023,3,2023Q3,27714.0,5664.0,1,-0.044674250258531556,-0.03844285615155085,-0.45658639547155333,-0.3223259152907394,revenue QoQ,-0.03844285615155085,0.5248724581154053,0.7624362290577027,0.0,moderate coupling,2,coupling strong despite weak fundamentals
Hyperscalers,2023,3,2023Q3,256066.0,43846.0,4,0.10849660218849927,0.0022186792694455504,-0.12119430022859087,-0.14752319906047653,revenue YoY,0.10849660218849927,0.4941370621929633,0.5859903870728407,0.2,moderate coupling,6,mixed / modest signal
components,2023,3,2023Q3,11109.741999999998,2462.2,5,0.3830099152744495,0.024120819063509935,0.8476329616664223,-0.0822339688832356,op income YoY,0.8476329616664223,0.4693123376491232,0.5325729025743062,0.23076923076923078,moderate coupling,14,mixed / modest signal
Server EMS,2023,3,2023Q3,8642.361,342.61400000000003,2,0.10276169421828807,0.05957856446399634,0.13972135258870266,0.1300943777093222,op income YoY,0.13972135258870266,0.4499678013865459,0.5706798556323063,0.0,weak / fragmented,5,mixed / modest signal
OSAT / packiging,2023,3,2023Q3,2083.691,319.287,1,0.23955443188578207,0.384633735317649,0.5099096287258642,1.235762451946306,op income QoQ,1.235762451946306,0.4455093239077214,0.5555166253102398,0.2,moderate coupling,6,mixed / modest signal
Cooling,2023,3,2023Q3,10325.099999999999,2344.9,3,0.07762035989589837,0.04600762337580636,0.5552822948598836,2.4886074938706524,op income QoQ,2.4886074938706524,0.4303658025196819,0.5827555785320878,0.16666666666666666,moderate coupling,4,mixed / modest signal
Server Networking,2023,3,2023Q3,24719.004,8031.053999999999,10,0.28209059669726644,0.046351896295925774,0.3382391919530572,0.011508196345006771,op income YoY,0.3382391919530572,0.3612415878330422,0.4542560885082421,0.1282051282051282,weak / fragmented,14,mixed / modest signal
Energy,2023,3,2023Q3,38813.906,6263.567,9,0.2525246484187685,0.136649947242376,1.4285110014741829,0.4480129411357666,op income YoY,1.4285110014741829,0.3249318059751133,0.41892404661577987,0.1323529411764706,weak / fragmented,18,fundamental momentum present but stock coupling weak
meterier,2023,3,2023Q3,13278.828,1919.8890000000001,3,0.27569985366253175,0.14674182247971787,-0.3719072587595968,0.14290344621927278,revenue YoY,0.27569985366253175,0.293912472498889,0.4125943173865927,0.10714285714285714,weak / fragmented,8,fundamental momentum present but stock coupling weak
Server OEM,2023,3,2023Q3,34730.49,1601.777,3,0.21538051819951373,0.09463625149234593,1.6143117979095296,0.6794555421561149,op income YoY,1.6143117979095296,0.1774135799841258,0.34522622524719043,0.027777777777777776,weak / fragmented,9,fundamental momentum present but stock coupling weak
NAND,2024,1,2024Q1,5771.0,265.0,2,-0.3035269782726622,-0.21047985420137993,-0.8071606552199129,-0.6314642147975482,revenue QoQ,-0.21047985420137993,0.5547635992190195,0.7773817996095097,0.0,high coupling,3,coupling strong despite weak fundamentals
AI Platforms,2024,1,2024Q1,30418.893,1407.167,9,0.5422543405561925,0.1279418403608129,-1.1606281463749442,0.05915550851002686,revenue YoY,0.5422543405561925,0.5079988300287231,0.5772758271302495,0.2777777777777778,moderate coupling,9,strong coupling with positive fundamental momentum
HW equipment,2024,1,2024Q1,15698.158,3697.9659999999994,6,0.0508955215474009,0.0025089369619240207,-0.4526029171929979,-0.40624034033607825,revenue YoY,0.0508955215474009,0.4934094613186755,0.5469216815056837,0.2857142857142857,high coupling,14,mixed / modest signal
DRAM,2024,1,2024Q1,4085.0,-209.0,1,-0.4685833224925199,-0.5273084934043046,-1.0794374762447738,-1.0695739014647137,revenue YoY,-0.4685833224925199,0.4896824872854601,0.6635290195847876,0.0,high coupling,3,mixed / modest signal
Cooling,2024,1,2024Q1,9479.8,1037.4,3,0.1064306969959435,-0.03896774307499854,0.4795860592499277,-0.5653904182712298,op income YoY,0.4795860592499277,0.4873948475321854,0.6420093847320187,0.3333333333333333,moderate coupling,4,mixed / modest signal
CPU,2024,1,2024Q1,12390.0,-1357.0,2,-0.36168473818994173,-0.23621071847698527,-1.3381709283575214,,revenue QoQ,-0.23621071847698527,0.40726832421617726,0.7036341621080886,0.0,moderate coupling,2,mixed / modest signal
Energy,2024,1,2024Q1,40654.871,6382.619,10,0.09033252986270342,-0.09258431402606121,-0.12666073112154683,0.21105010533544422,op income QoQ,0.21105010533544422,0.3019841910080529,0.5601926902744437,0.1895424836601307,weak / fragmented,18,fundamental momentum present but stock coupling weak
OSAT / packiging,2024,1,2024Q1,1471.539,68.703,1,-0.0784542489554213,-0.2937825234163798,-0.672855319797341,-0.7848236852737506,revenue YoY,-0.0784542489554213,0.27911182798487294,0.4136200634488235,0.06666666666666667,moderate coupling,6,mixed / modest signal
AI Chip,2024,1,2024Q1,24550.9,4257.8,4,0.2489397640612426,0.04716082921404105,-0.5198402998431481,-0.3747144761631758,revenue YoY,0.2489397640612426,0.2360300762093465,0.468565093788062,0.3,moderate coupling,5,fundamental momentum present but stock coupling weak
meterier,2024,1,2024Q1,12293.396,2243.466,3,0.09374627114637284,-0.07647051115636087,-0.36347592752365127,0.03997915691930657,revenue YoY,0.09374627114637284,0.2328707409521018,0.4114379950924277,0.07142857142857142,weak / fragmented,8,mixed / modest signal
components,2024,1,2024Q1,10629.456999999999,2350.7380000000003,5,0.22906442430952892,-0.03820494938747125,0.5560884582004443,-0.24682590027385834,op income YoY,0.5560884582004443,0.17824282820734008,0.3224146517152499,0.04395604395604396,moderate coupling,14,fundamental momentum present but stock coupling weak
Server OEM,2024,1,2024Q1,9661.130000000001,811.123,2,0.45762629031138524,0.2449134831671429,3.438144630105544,0.8600633419735623,op income YoY,3.438144630105544,0.16288270070924088,0.3078066241665206,0.05555555555555555,weak / fragmented,9,fundamental momentum present but stock coupling weak
Hyperscalers,2024,1,2024Q1,258712.0,46330.0,4,0.10059313788056029,0.029042702987008395,-0.0008778926598797254,0.16249810591925062,op income QoQ,0.16249810591925062,0.14539414406748272,0.3591691418688343,0.06666666666666667,moderate coupling,6,fundamental momentum present but stock coupling weak
Server Networking,2024,1,2024Q1,26904.564,8298.068,11,0.544494231738334,0.18103396241248168,0.15124409042451292,-0.0732663441058376,revenue YoY,0.544494231738334,0.09085640511222463,0.3336804254058724,0.04395604395604396,weak / fragmented,14,fundamental momentum present but stock coupling weak
Server EMS,2024,1,2024Q1,9702.808,400.426,2,0.24951606965416984,0.13714537295003038,0.32187114969770636,0.24274082746447778,op income YoY,0.32187114969770636,0.04421875063285951,0.5000558841676201,0.1,weak / fragmented,5,fundamental momentum present but stock coupling weak
AI Software,2024,1,2024Q1,28645.0,7227.0,1,0.02640819836606001,0.03359312982608076,-0.15215861098076022,0.27595338983050843,op income QoQ,0.27595338983050843,-0.03522610333705729,0.5176130516685287,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
NAND,2024,2,2024Q2,4994.0,-481.0,2,-0.3757719978209289,-0.12054457854779055,-1.3587013233410805,-2.763486336211996,revenue QoQ,-0.12054457854779055,0.5547635992190195,0.7773817996095097,0.0,high coupling,3,coupling strong despite weak fundamentals
AI Platforms,2024,2,2024Q2,32313.179,1543.321,9,0.2878903388451679,0.06279462240410642,1.3205464106261542,2.483644073331505,op income QoQ,2.483644073331505,0.5079988300287231,0.5772758271302495,0.2777777777777778,moderate coupling,9,strong coupling with positive fundamental momentum
HW equipment,2024,2,2024Q2,16241.034,1918.6570000000004,6,0.06637503528898465,0.045136403307775096,-2.5370572648054344,-342.5207122134966,revenue YoY,0.06637503528898465,0.4934094613186755,0.5469216815056837,0.2857142857142857,high coupling,14,mixed / modest signal
DRAM,2024,2,2024Q2,3693.0,-2303.0,1,-0.5256871307474955,-0.09596083231334152,-1.9045561665357424,,revenue QoQ,-0.09596083231334152,0.4896824872854601,0.6635290195847876,0.0,high coupling,3,mixed / modest signal
Cooling,2024,2,2024Q2,11275.5,1411.1999999999998,3,0.1604037419479205,0.16320965866135695,0.7826069355481119,0.4189490935769394,op income YoY,0.7826069355481119,0.4873948475321854,0.6420093847320187,0.3333333333333333,moderate coupling,4,mixed / modest signal
CPU,2024,2,2024Q2,13579.0,-833.0,2,-0.15482018145029697,0.019334186939820697,,0.6486486486486487,op income QoQ,0.6486486486486487,0.40726832421617726,0.7036341621080886,0.0,moderate coupling,2,mixed / modest signal
Energy,2024,2,2024Q2,40879.390999999996,6085.344,10,0.019658570349318664,0.01777176947375504,2.0182032980696256,2.8726033764360146,op income QoQ,2.8726033764360146,0.3019841910080529,0.5601926902744437,0.1895424836601307,weak / fragmented,18,fundamental momentum present but stock coupling weak
OSAT / packiging,2024,2,2024Q2,1457.922,76.322,1,-0.03119609161733783,-0.009253577377154043,-0.46556589570685314,0.1108976318355821,op income QoQ,0.1108976318355821,0.27911182798487294,0.4136200634488235,0.06666666666666667,moderate coupling,6,mixed / modest signal
AI Chip,2024,2,2024Q2,22854.9,2608.1,4,0.022281959013254943,-0.040371595122480314,-0.7640392868394814,-0.44160909222947825,revenue YoY,0.022281959013254943,0.2360300762093465,0.468565093788062,0.3,moderate coupling,5,mixed / modest signal
meterier,2024,2,2024Q2,12348.0,2557.614,3,0.05609436321588579,-0.0004667954287915406,0.8925767899511751,6.284352094704377,op income YoY,0.8925767899511751,0.2328707409521018,0.4114379950924277,0.07142857142857142,weak / fragmented,8,fundamental momentum present but stock coupling weak
components,2024,2,2024Q2,11037.79,2409.304,5,0.011154990561891375,0.02906743200098727,-0.1866708846918672,1.0082406694517942,op income QoQ,1.0082406694517942,0.17824282820734008,0.3224146517152499,0.04395604395604396,moderate coupling,14,fundamental momentum present but stock coupling weak
Server OEM,2024,2,2024Q2,8776.195,735.182,2,0.28837162745835987,-0.06673844632331849,2.363641146902242,-0.07129095252106127,op income YoY,2.363641146902242,0.16288270070924088,0.3078066241665206,0.05555555555555555,weak / fragmented,9,fundamental momentum present but stock coupling weak
Hyperscalers,2024,2,2024Q2,274009.0,52989.0,4,0.09589837702420428,0.06226918794956243,0.45172749541844553,0.2454234037782379,op income YoY,0.45172749541844553,0.14539414406748272,0.3591691418688343,0.06666666666666667,moderate coupling,6,fundamental momentum present but stock coupling weak
Server Networking,2024,2,2024Q2,26811.196999999996,7947.317000000001,11,0.244082626411212,-0.03954168616157279,-0.05621396084567831,-0.3837572386921694,revenue YoY,0.244082626411212,0.09085640511222463,0.3336804254058724,0.04395604395604396,weak / fragmented,14,fundamental momentum present but stock coupling weak
Server EMS,2024,2,2024Q2,10086.103,445.601,2,0.2291234144693871,0.020936960784345315,0.4762314004728012,0.06696145571585743,op income YoY,0.4762314004728012,0.04421875063285951,0.5000558841676201,0.1,weak / fragmented,5,fundamental momentum present but stock coupling weak
AI Software,2024,2,2024Q2,31999.0,9392.0,1,0.110228297828048,0.1170884971199162,0.12371380713089253,0.2995710529957105,op income QoQ,0.2995710529957105,-0.03522610333705729,0.5176130516685287,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
NAND,2024,3,2024Q3,4663.0,-787.0,2,-0.3481900869385858,-0.05607600254412953,-2.0955279288612623,,revenue QoQ,-0.05607600254412953,0.5547635992190195,0.7773817996095097,0.0,high coupling,3,coupling strong despite weak fundamentals
AI Platforms,2024,3,2024Q3,32098.947,2095.599,9,0.26895008528787107,0.05289642394214823,4.262418564553619,1.342914830249186,op income YoY,4.262418564553619,0.5079988300287231,0.5772758271302495,0.2777777777777778,moderate coupling,9,strong coupling with positive fundamental momentum
HW equipment,2024,3,2024Q3,14037.937,2898.966,6,-0.04304206178077704,-0.0610259453127848,-0.20547826021767826,-0.04180154849494425,op income QoQ,-0.04180154849494425,0.4934094613186755,0.5469216815056837,0.2857142857142857,high coupling,14,mixed / modest signal
DRAM,2024,3,2024Q3,3752.0,-1761.0,1,-0.5658412404535986,0.015976171134578943,-1.5862183754993342,,revenue QoQ,0.015976171134578943,0.4896824872854601,0.6635290195847876,0.0,high coupling,3,mixed / modest signal
Cooling,2024,3,2024Q3,10377.9,1413.7,3,0.045771626014663815,-0.05700194924028753,-0.333228121126974,0.03079012345716207,revenue YoY,0.045771626014663815,0.4873948475321854,0.6420093847320187,0.3333333333333333,moderate coupling,4,mixed / modest signal
CPU,2024,3,2024Q3,14882.0,236.0,2,-0.0769331073151649,0.12128631615850705,,0.33333333333333326,op income QoQ,0.33333333333333326,0.40726832421617726,0.7036341621080886,0.0,moderate coupling,2,mixed / modest signal
Energy,2024,3,2024Q3,49855.463049844235,7514.213059190031,11,0.05607975861880722,0.16782248469908603,0.36584894746192576,0.32317457354014373,op income YoY,0.36584894746192576,0.3019841910080529,0.5601926902744437,0.1895424836601307,weak / fragmented,18,fundamental momentum present but stock coupling weak
OSAT / packiging,2024,3,2024Q3,1821.793,166.598,1,-0.1256894616332268,0.2495819392258296,-0.47821865594277246,1.1828306386100995,op income QoQ,1.1828306386100995,0.27911182798487294,0.4136200634488235,0.06666666666666667,moderate coupling,6,fundamental momentum present but stock coupling weak
AI Chip,2024,3,2024Q3,21719.3,2753.8,4,-0.020191633701992034,-0.027101328387490603,-0.6836715276182465,0.594179991468066,op income QoQ,0.594179991468066,0.2360300762093465,0.468565093788062,0.3,moderate coupling,5,fundamental momentum present but stock coupling weak
meterier,2024,3,2024Q3,12216.239,2405.061,3,-0.08984460012748607,-0.013906933501252198,2.314210048307982,-0.23210306622088117,op income YoY,2.314210048307982,0.2328707409521018,0.4114379950924277,0.07142857142857142,weak / fragmented,8,fundamental momentum present but stock coupling weak
components,2024,3,2024Q3,15675.946608375423,3147.394962828513,9,-0.03347952620209209,-0.018660819287503183,0.9944507080672402,1.6464593484910175,op income QoQ,1.6464593484910175,0.17824282820734008,0.3224146517152499,0.04395604395604396,moderate coupling,14,fundamental momentum present but stock coupling weak
Server OEM,2024,3,2024Q3,35294.76958974359,2415.492128205128,4,-0.0367907855102213,-0.1162036983833965,0.26629591397768343,0.01691279623987278,op income YoY,0.26629591397768343,0.16288270070924088,0.3078066241665206,0.05555555555555555,weak / fragmented,9,fundamental momentum present but stock coupling weak
foundry,2024,3,2024Q3,278.3574358974359,21.859871794871797,1,,,,,,,0.15598700367952092,0.5779935018397605,0.0,weak / fragmented,2,insufficient momentum coverage
Hyperscalers,2024,3,2024Q3,285031.0,58143.0,4,0.12147597817846162,0.026211826139480254,0.9067625342224161,0.14779943046832164,op income YoY,0.9067625342224161,0.14539414406748272,0.3591691418688343,0.06666666666666667,moderate coupling,6,fundamental momentum present but stock coupling weak
Server Networking,2024,3,2024Q3,28603.494473520248,8633.530638629285,12,0.16965718734018614,0.22916859042663962,-0.2833355926512998,0.9240374370426175,op income QoQ,0.9240374370426175,0.09085640511222463,0.3336804254058724,0.04395604395604396,weak / fragmented,14,fundamental momentum present but stock coupling weak
Server EMS,2024,3,2024Q3,9963.118,428.365,2,0.13129795902119834,-0.024992966588223475,0.22540616671872116,-0.06102901302642605,op income YoY,0.22540616671872116,0.04421875063285951,0.5000558841676201,0.1,weak / fragmented,5,fundamental momentum present but stock coupling weak
AI Software,2024,3,2024Q3,34146.0,13748.0,1,0.2320848668542974,0.06709584674521074,1.4272598870056497,0.46379897785349233,op income YoY,1.4272598870056497,-0.03522610333705729,0.5176130516685287,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
HW equipment,2024,4,2024Q4,1046.1010869565216,296.495652173913,2,,,,,,,0.4934094613186755,0.5469216815056837,0.2857142857142857,high coupling,14,insufficient momentum coverage
Cooling,2024,4,2024Q4,1743.904761904762,267.7142857142857,1,,,,,,,0.4873948475321854,0.6420093847320187,0.3333333333333333,moderate coupling,4,insufficient momentum coverage
Server ODM,2024,4,2024Q4,41934.86140186916,1418.7078193146415,7,,,,,,,0.3206733434103728,0.4445587948341223,0.047619047619047616,moderate coupling,7,insufficient momentum coverage
Energy,2024,4,2024Q4,36668.34403931636,6314.236306810486,3,,0.01781921164539524,,-0.34333394202382794,revenue QoQ,0.01781921164539524,0.3019841910080529,0.5601926902744437,0.1895424836601307,weak / fragmented,18,mixed / modest signal
OSAT / packiging,2024,4,2024Q4,2697.3418507136034,172.0552861778167,3,,,,,,,0.27911182798487294,0.4136200634488235,0.06666666666666667,moderate coupling,6,insufficient momentum coverage
AI Chip,2024,4,2024Q4,407.2047663551401,61.91021806853582,1,,,,,,,0.2360300762093465,0.468565093788062,0.3,moderate coupling,5,insufficient momentum coverage
components,2024,4,2024Q4,4558.752861119109,505.40491608160147,4,,-0.09157499917929837,,-1.590710994823091,revenue QoQ,-0.09157499917929837,0.17824282820734008,0.3224146517152499,0.04395604395604396,moderate coupling,14,mixed / modest signal
Server OEM,2024,4,2024Q4,11993.196428245132,407.83390575455604,3,,,,,,,0.16288270070924088,0.3078066241665206,0.05555555555555555,weak / fragmented,9,insufficient momentum coverage
foundry,2024,4,2024Q4,282.9847435897436,27.431410256410256,1,,0.01662361803768264,,0.25487516641545493,op income QoQ,0.25487516641545493,0.15598700367952092,0.5779935018397605,0.0,weak / fragmented,2,fundamental momentum present but stock coupling weak
Server Networking,2024,4,2024Q4,2123.7387970528816,374.17426937035304,2,,0.3823383034901291,,0.4963204319392511,op income QoQ,0.4963204319392511,0.09085640511222463,0.3336804254058724,0.04395604395604396,weak / fragmented,14,fundamental momentum present but stock coupling weak
Server EMS,2024,4,2024Q4,79095.53766846991,2492.5092389688734,2,,,,,,,0.04421875063285951,0.5000558841676201,0.1,weak / fragmented,5,insufficient momentum coverage
Neocloud,2025,1,2025Q1,384.407,-75.764,3,,,,,,,0.8878433677020717,0.9439216838510358,1.0,high coupling,2,insufficient momentum coverage
HW equipment,2025,1,2025Q1,22661.942260869564,6229.993913043479,9,-0.031475625111775984,-0.009340037951297508,67.63437465198713,1.0251841247622315,op income QoQ,1.0251841247622315,0.6928985870236266,0.7235262928065401,0.6703296703296703,high coupling,14,strong coupling with positive fundamental momentum
DRAM,2025,1,2025Q1,74856.1768115942,9108.06956521739,3,0.1569155446756425,0.25959488272921116,,,revenue QoQ,0.25959488272921116,0.636647930267152,0.763448573077398,0.3333333333333333,high coupling,3,strong coupling with positive fundamental momentum
NAND,2025,1,2025Q1,4204.0,-725.0,2,-0.27471115752700337,-0.11859394120738531,-3.488879687684846,,revenue QoQ,-0.11859394120738531,0.6237915714158586,0.7559329004353158,0.3333333333333333,high coupling,3,coupling strong despite weak fundamentals
Server ODM,2025,1,2025Q1,44564.8376923077,1966.1639384615387,7,,0.05540071339578464,,0.34685683008812607,op income QoQ,0.34685683008812607,0.49917155409292296,0.5944960327376474,0.3333333333333333,moderate coupling,7,mixed / modest signal
OSAT / packiging,2025,1,2025Q1,152112.50686411382,9895.388014114753,6,-0.07205245664572946,-0.1286133211962623,0.06437855697713357,-0.2504932049874136,op income YoY,0.06437855697713357,0.46575458645314793,0.5587280575132337,0.2,moderate coupling,6,mixed / modest signal
Server EMS,2025,1,2025Q1,70151.64660741655,2280.536238356517,5,-0.13305525798965828,-0.20631520514050436,-0.2638204159227424,-0.23279696481095039,revenue YoY,-0.13305525798965828,0.4441429913775957,0.588098495501963,0.2,weak / fragmented,5,mixed / modest signal
Server Networking,2025,1,2025Q1,37423.64383348279,7318.267571054487,14,0.20868692599433486,0.050733617280271474,-1.2636596658500987,-0.18841169526877666,revenue YoY,0.20868692599433486,0.43455073841411485,0.5176975123272477,0.18681318681318682,weak / fragmented,14,mixed / modest signal
components,2025,1,2025Q1,21271.903652077657,2972.5405492301074,13,-0.01664281313022826,-0.014311277938833664,2.8699503878632915,-0.11142743722489268,op income YoY,2.8699503878632915,0.4075786690981341,0.48754140997691386,0.14285714285714285,moderate coupling,14,mixed / modest signal
AI Platforms,2025,1,2025Q1,33110.072,1347.5420000000001,9,0.22563745676932234,0.09271357230716078,9.783149632577206,0.22255973396365722,revenue YoY,0.22563745676932234,0.4065147633194695,0.4926975763914538,0.1111111111111111,moderate coupling,9,mixed / modest signal
AI Chip,2025,1,2025Q1,24244.310923076922,4974.32043076923,5,-0.03661834862204455,-0.0032311474261819796,-1.093246874260753,-0.1089709541358547,revenue QoQ,-0.0032311474261819796,0.34541753676140574,0.501392329123983,0.1,moderate coupling,5,mixed / modest signal
Server OEM,2025,1,2025Q1,43736.65417212158,2211.7631488320512,6,-0.021453155203644214,0.15356610640298157,-0.08163229376075994,0.1265714723000432,revenue QoQ,0.15356610640298157,0.29833524385832094,0.4614780164690157,0.2222222222222222,weak / fragmented,9,fundamental momentum present but stock coupling weak
Energy,2025,1,2025Q1,85683.52044457282,12607.582866707206,16,0.012536036185661537,-0.12994095316844753,3.5227240983953925,-0.13519633942710668,op income YoY,3.5227240983953925,0.25557989466026065,0.40553904809844377,0.1437908496732026,weak / fragmented,18,fundamental momentum present but stock coupling weak
Cooling,2025,1,2025Q1,11825.995238095238,1353.0142857142857,4,0.10943120033245268,-0.006947152215145164,0.5596093507583766,0.042960328006125925,op income YoY,0.5596093507583766,0.22991543034627948,0.45394063203297086,0.0,moderate coupling,4,fundamental momentum present but stock coupling weak
CPU,2025,1,2025Q1,13965.0,-659.0,2,0.46232370654905863,0.30640145274444136,2.6936936936936937,0.680327868852459,op income YoY,2.6936936936936937,0.2055233623466883,0.6027616811733442,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
Hyperscalers,2025,1,2025Q1,529276.0,99435.0,5,0.12375191658209828,0.03135877025714817,0.7938583331975411,0.1939781267107636,op income YoY,0.7938583331975411,0.18350920582620525,0.4433944562372354,0.13333333333333333,moderate coupling,6,fundamental momentum present but stock coupling weak
meterier,2025,1,2025Q1,17585.130434782608,3562.2521739130434,4,-0.07978707149470994,-0.06704540595355957,2.5573773358441105,0.03394359637853853,op income YoY,2.5573773358441105,0.10783905379352289,0.3295279078732924,0.0,weak / fragmented,8,fundamental momentum present but stock coupling weak
AI Software,2025,1,2025Q1,68907.0,18326.0,2,0.2726479315761914,3.4855885812702674,0.9119966791199667,2.997119468258103,revenue QoQ,3.4855885812702674,0.039614447596286684,0.5198072237981434,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
