reference_key,proxy_model,source_model,gpu,workload,target_tok_s_user,target_met,effective_output_tps_per_mw,selected_tok_s_user,observed_tok_s_user,performance_multiplier_vs_source,source_gpu,benchmark_id,framework,precision,spec_method,concurrency,benchmark_type,selected_isl,selected_osl,candidate_rows,eligible_rows,selection_status,source_type,benchmark_date,run_url,method_note
GLM 5.2|VR200|short|100,GLM 5.2,glm5,VR200,short,100,False,,,,,GB300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|VR200|long|100,GLM 5.2,glm5,VR200,long,100,False,,,,,GB300,,,,,,single_turn,8192,1024,53,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|VR200|agentic|100,GLM 5.2,glm5.2,VR200,agentic,100,False,,,,,B200,,,,,,agentic_traces,,,5,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|R300|short|30,GLM 5.2,glm5,R300,short,30,False,,,,,B300,,,,,,single_turn,1024,1024,29,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|R300|long|30,GLM 5.2,glm5,R300,long,30,False,,,,,B300,,,,,,single_turn,8192,1024,29,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|R300|agentic|30,GLM 5.2,glm5.2,R300,agentic,30,False,,,,,B300,,,,,,agentic_traces,,,5,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|R300|short|50,GLM 5.2,glm5,R300,short,50,False,,,,,B300,,,,,,single_turn,1024,1024,29,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|R300|long|50,GLM 5.2,glm5,R300,long,50,False,,,,,B300,,,,,,single_turn,8192,1024,29,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|R300|agentic|50,GLM 5.2,glm5.2,R300,agentic,50,False,,,,,B300,,,,,,agentic_traces,,,5,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|R300|short|70,GLM 5.2,glm5,R300,short,70,False,,,,,B300,,,,,,single_turn,1024,1024,29,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|R300|long|70,GLM 5.2,glm5,R300,long,70,False,,,,,B300,,,,,,single_turn,8192,1024,29,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|R300|agentic|70,GLM 5.2,glm5.2,R300,agentic,70,False,,,,,B300,,,,,,agentic_traces,,,5,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|R300|short|100,GLM 5.2,glm5,R300,short,100,False,,,,,B300,,,,,,single_turn,1024,1024,29,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|R300|long|100,GLM 5.2,glm5,R300,long,100,False,,,,,B300,,,,,,single_turn,8192,1024,29,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|R300|agentic|100,GLM 5.2,glm5.2,R300,agentic,100,False,,,,,B300,,,,,,agentic_traces,,,5,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|VR300|short|30,GLM 5.2,glm5,VR300,short,30,False,,,,,GB300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|VR300|long|30,GLM 5.2,glm5,VR300,long,30,False,,,,,GB300,,,,,,single_turn,8192,1024,53,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|VR300|agentic|30,GLM 5.2,glm5.2,VR300,agentic,30,False,,,,,B200,,,,,,agentic_traces,,,5,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|VR300|short|50,GLM 5.2,glm5,VR300,short,50,False,,,,,GB300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|VR300|long|50,GLM 5.2,glm5,VR300,long,50,False,,,,,GB300,,,,,,single_turn,8192,1024,53,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|VR300|agentic|50,GLM 5.2,glm5.2,VR300,agentic,50,False,,,,,B200,,,,,,agentic_traces,,,5,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|VR300|short|70,GLM 5.2,glm5,VR300,short,70,False,,,,,GB300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|VR300|long|70,GLM 5.2,glm5,VR300,long,70,False,,,,,GB300,,,,,,single_turn,8192,1024,53,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|VR300|agentic|70,GLM 5.2,glm5.2,VR300,agentic,70,False,,,,,B200,,,,,,agentic_traces,,,5,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|VR300|short|100,GLM 5.2,glm5,VR300,short,100,False,,,,,GB300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|VR300|long|100,GLM 5.2,glm5,VR300,long,100,False,,,,,GB300,,,,,,single_turn,8192,1024,53,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|VR300|agentic|100,GLM 5.2,glm5.2,VR300,agentic,100,False,,,,,B200,,,,,,agentic_traces,,,5,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|Post Rubin|short|30,GLM 5.2,glm5,Post Rubin,short,30,False,,,,,GB300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|Post Rubin|long|30,GLM 5.2,glm5,Post Rubin,long,30,False,,,,,GB300,,,,,,single_turn,8192,1024,53,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|Post Rubin|agentic|30,GLM 5.2,glm5.2,Post Rubin,agentic,30,False,,,,,B200,,,,,,agentic_traces,,,5,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|Post Rubin|short|50,GLM 5.2,glm5,Post Rubin,short,50,False,,,,,GB300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|Post Rubin|long|50,GLM 5.2,glm5,Post Rubin,long,50,False,,,,,GB300,,,,,,single_turn,8192,1024,53,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|Post Rubin|agentic|50,GLM 5.2,glm5.2,Post Rubin,agentic,50,False,,,,,B200,,,,,,agentic_traces,,,5,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|Post Rubin|short|70,GLM 5.2,glm5,Post Rubin,short,70,False,,,,,GB300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|Post Rubin|long|70,GLM 5.2,glm5,Post Rubin,long,70,False,,,,,GB300,,,,,,single_turn,8192,1024,53,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|Post Rubin|agentic|70,GLM 5.2,glm5.2,Post Rubin,agentic,70,False,,,,,B200,,,,,,agentic_traces,,,5,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|Post Rubin|short|100,GLM 5.2,glm5,Post Rubin,short,100,False,,,,,GB300,,,,,,single_turn,1024,1024,58,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|Post Rubin|long|100,GLM 5.2,glm5,Post Rubin,long,100,False,,,,,GB300,,,,,,single_turn,8192,1024,53,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_model_fallback_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
GLM 5.2|Post Rubin|agentic|100,GLM 5.2,glm5.2,Post Rubin,agentic,100,False,,,,,B200,,,,,,agentic_traces,,,5,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Qwen 3.5|H200|short|30,Qwen 3.5,qwen3.5,H200,short,30,True,237432.62675,40.673758,40.673758,1.0,H200,432217,sglang,fp8,mtp,64,single_turn,1024,1024,11,10,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28719990565/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Qwen 3.5|H200|long|30,Qwen 3.5,qwen3.5,H200,long,30,True,146202.631124,51.500057,51.500057,1.0,H200,432221,sglang,fp8,mtp,32,single_turn,8192,1024,11,8,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28719990565/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Qwen 3.5|H200|agentic|30,Qwen 3.5,qwen3.5,H200,agentic,30,True,61095.408759,123.00123,123.00123,1.0,H200,439251,sglang,fp8,mtp,16,agentic_traces,,,8,8,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31236616487/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Qwen 3.5|H200|short|50,Qwen 3.5,qwen3.5,H200,short,50,True,185973.398608,64.320667,64.320667,1.0,H200,432214,sglang,fp8,mtp,32,single_turn,1024,1024,11,7,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28719990565/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Qwen 3.5|H200|long|50,Qwen 3.5,qwen3.5,H200,long,50,True,146202.631124,51.500057,51.500057,1.0,H200,432221,sglang,fp8,mtp,32,single_turn,8192,1024,11,7,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28719990565/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Qwen 3.5|H200|agentic|50,Qwen 3.5,qwen3.5,H200,agentic,50,True,61095.408759,123.00123,123.00123,1.0,H200,439251,sglang,fp8,mtp,16,agentic_traces,,,8,8,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31236616487/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Qwen 3.5|H200|short|70,Qwen 3.5,qwen3.5,H200,short,70,True,136754.574985,96.587574,96.587574,1.0,H200,432223,sglang,fp8,mtp,16,single_turn,1024,1024,11,5,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28719990565/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Qwen 3.5|H200|long|70,Qwen 3.5,qwen3.5,H200,long,70,True,116502.74887,84.064102,84.064102,1.0,H200,432233,sglang,fp8,mtp,16,single_turn,8192,1024,11,5,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28719990565/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Qwen 3.5|H200|agentic|70,Qwen 3.5,qwen3.5,H200,agentic,70,True,61095.408759,123.00123,123.00123,1.0,H200,439251,sglang,fp8,mtp,16,agentic_traces,,,8,8,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31236616487/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Qwen 3.5|H200|short|100,Qwen 3.5,qwen3.5,H200,short,100,True,102472.884335,145.771201,145.771201,1.0,H200,432228,sglang,fp8,mtp,8,single_turn,1024,1024,11,3,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28719990565/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
Qwen 3.5|H200|long|100,Qwen 3.5,qwen3.5,H200,long,100,True,87161.075287,129.068596,129.068596,1.0,H200,432225,sglang,fp8,mtp,8,single_turn,8192,1024,11,3,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28719990565/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
Qwen 3.5|H200|agentic|100,Qwen 3.5,qwen3.5,H200,agentic,100,True,61095.408759,123.00123,123.00123,1.0,H200,439251,sglang,fp8,mtp,16,agentic_traces,,,8,8,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31236616487/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
Qwen 3.5|B200|short|30,Qwen 3.5,qwen3.5,B200,short,30,True,2795628.297503,40.96442,40.96442,1.0,B200,428079,trt,fp4,mtp,1024,single_turn,1024,1024,60,59,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-24,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28051750810/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Qwen 3.5|B200|long|30,Qwen 3.5,qwen3.5,B200,long,30,True,856935.883405,53.555197,53.555197,1.0,B200,428084,trt,fp4,mtp,256,single_turn,8192,1024,61,52,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-24,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28051750810/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Qwen 3.5|B200|agentic|30,Qwen 3.5,qwen3.5,B200,agentic,30,True,369845.28655,147.473633,147.473633,1.0,B200,438230,sglang,fp4,mtp,32,agentic_traces,,,65,59,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-03,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30758866378/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Qwen 3.5|B200|short|50,Qwen 3.5,qwen3.5,B200,short,50,True,2323600.281369,67.687693,67.687693,1.0,B200,428080,trt,fp4,mtp,512,single_turn,1024,1024,60,51,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-24,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28051750810/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Qwen 3.5|B200|long|50,Qwen 3.5,qwen3.5,B200,long,50,True,856935.883405,53.555197,53.555197,1.0,B200,428084,trt,fp4,mtp,256,single_turn,8192,1024,61,43,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-24,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28051750810/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Qwen 3.5|B200|agentic|50,Qwen 3.5,qwen3.5,B200,agentic,50,True,369845.28655,147.473633,147.473633,1.0,B200,438230,sglang,fp4,mtp,32,agentic_traces,,,65,59,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-03,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30758866378/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Qwen 3.5|B200|short|70,Qwen 3.5,qwen3.5,B200,short,70,True,1598940.975526,100.263144,100.263144,1.0,B200,428078,trt,fp4,mtp,256,single_turn,1024,1024,60,40,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-24,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28051750810/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Qwen 3.5|B200|long|70,Qwen 3.5,qwen3.5,B200,long,70,True,643417.251735,86.518638,86.518638,1.0,B200,428088,trt,fp4,mtp,128,single_turn,8192,1024,61,36,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-24,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28051750810/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Qwen 3.5|B200|agentic|70,Qwen 3.5,qwen3.5,B200,agentic,70,True,369845.28655,147.473633,147.473633,1.0,B200,438230,sglang,fp4,mtp,32,agentic_traces,,,65,56,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-03,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30758866378/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Qwen 3.5|B200|short|100,Qwen 3.5,qwen3.5,B200,short,100,True,1598940.975526,100.263144,100.263144,1.0,B200,428078,trt,fp4,mtp,256,single_turn,1024,1024,60,32,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-24,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28051750810/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
Qwen 3.5|B200|long|100,Qwen 3.5,qwen3.5,B200,long,100,True,488749.395224,117.166457,117.166457,1.0,B200,428075,trt,fp4,mtp,16,single_turn,8192,1024,61,28,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-24,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28051750810/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
Qwen 3.5|B200|agentic|100,Qwen 3.5,qwen3.5,B200,agentic,100,True,369845.28655,147.473633,147.473633,1.0,B200,438230,sglang,fp4,mtp,32,agentic_traces,,,65,47,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-03,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30758866378/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
Qwen 3.5|B300|short|30,Qwen 3.5,qwen3.5,B300,short,30,True,1929110.547064,62.327642,62.327642,1.0,B300,432359,sglang,fp4,mtp,128,single_turn,1024,1024,58,57,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28719981652/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Qwen 3.5|B300|long|30,Qwen 3.5,qwen3.5,B300,long,30,True,1071155.438705,34.483361,34.483361,1.0,B300,439368,sglang,fp4,mtp,128,single_turn,8192,1024,58,54,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-10,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30506346629/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Qwen 3.5|B300|agentic|30,Qwen 3.5,qwen3.5,B300,agentic,30,True,532687.931579,78.904972,78.904972,1.0,B300,438211,sglang,fp4,mtp,56,agentic_traces,,,68,62,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-03,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30730541420/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Qwen 3.5|B300|short|50,Qwen 3.5,qwen3.5,B300,short,50,True,1929110.547064,62.327642,62.327642,1.0,B300,432359,sglang,fp4,mtp,128,single_turn,1024,1024,58,53,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28719981652/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Qwen 3.5|B300|long|50,Qwen 3.5,qwen3.5,B300,long,50,True,862894.053402,57.002072,57.002072,1.0,B300,439359,sglang,fp4,mtp,64,single_turn,8192,1024,58,46,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-10,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30506346629/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Qwen 3.5|B300|agentic|50,Qwen 3.5,qwen3.5,B300,agentic,50,True,532687.931579,78.904972,78.904972,1.0,B300,438211,sglang,fp4,mtp,56,agentic_traces,,,68,59,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-03,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30730541420/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Qwen 3.5|B300|short|70,Qwen 3.5,qwen3.5,B300,short,70,True,1342686.933129,87.415674,87.415674,1.0,B300,432375,sglang,fp4,mtp,64,single_turn,1024,1024,58,46,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28719981652/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Qwen 3.5|B300|long|70,Qwen 3.5,qwen3.5,B300,long,70,True,668917.034841,88.149544,88.149544,1.0,B300,439373,sglang,fp4,mtp,32,single_turn,8192,1024,58,37,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-10,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30506346629/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Qwen 3.5|B300|agentic|70,Qwen 3.5,qwen3.5,B300,agentic,70,True,532687.931579,78.904972,78.904972,1.0,B300,438211,sglang,fp4,mtp,56,agentic_traces,,,68,57,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-03,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30730541420/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Qwen 3.5|B300|short|100,Qwen 3.5,qwen3.5,B300,short,100,True,902488.172508,118.815288,118.815288,1.0,B300,432360,sglang,fp4,mtp,64,single_turn,1024,1024,58,32,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28719981652/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
Qwen 3.5|B300|long|100,Qwen 3.5,qwen3.5,B300,long,100,True,486372.096388,128.638546,128.638546,1.0,B300,439370,sglang,fp4,mtp,16,single_turn,8192,1024,58,28,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-10,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30506346629/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
Qwen 3.5|B300|agentic|100,Qwen 3.5,qwen3.5,B300,agentic,100,True,457441.084211,111.408036,111.408036,1.0,B300,438191,sglang,fp4,mtp,44,agentic_traces,,,68,46,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-03,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30730541420/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
Qwen 3.5|GB200|short|30,Qwen 3.5,qwen3.5,GB200,short,30,True,2030856.484673,39.719349,39.719349,1.0,GB200,426935,dynamo-sglang,fp8,none,2048,single_turn,1024,1024,11,10,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-22,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27653706015/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Qwen 3.5|GB200|long|30,Qwen 3.5,qwen3.5,GB200,long,30,True,2262307.43934,48.360593,48.360593,1.0,GB200,436792,dynamo-sglang,fp8,mtp,2304,single_turn,8192,1024,23,23,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-26,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30055331227/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
