analysis_layer,source_section,target_section,source_metric,source_transform,target_metric,target_transform,target_transform_col,best_lag_quarters,timing,best_corr,best_observations,best_r_squared,best_abs_lag_quarters,best_abs_corr,status,signal_class,map_eligible,interpretation
Procurement spend -> Supplier revenue,components,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.218168012140384,29,0.04759728152128674,6,-0.284924440014229,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.22, n=29. Strongest absolute relation is lag +6Q, corr -0.28."
Procurement spend -> Supplier revenue,meterier,Cooling,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,0.21539936497006817,24,0.046396886429508635,0,-0.36836442034782485,ok,very weak,False,"target leads; best positive lag -4Q, corr 0.22, n=24. Strongest absolute relation is lag +0Q, corr -0.37."
Procurement spend -> Supplier revenue,meterier,components,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.21134370907396774,28,0.04466616336514191,0,0.21134370907396774,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.21, n=28. Strongest absolute relation is lag +0Q, corr 0.21."
Procurement spend -> Supplier revenue,Cooling,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.20761493414545967,22,0.04310396088022356,6,-0.35683442548398675,ok,very weak,False,"source leads; best positive lag +8Q, corr 0.21, n=22. Strongest absolute relation is lag +6Q, corr -0.36."
Procurement spend -> Supplier revenue,HW equipment,SW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,0.206568408258947,23,0.042670507290635006,6,0.206568408258947,ok,very weak,False,"source leads; best positive lag +6Q, corr 0.21, n=23. Strongest absolute relation is lag +6Q, corr 0.21."
Procurement spend -> Supplier revenue,NAND,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.2032430049628152,18,0.04130771906631492,0,-0.37837407820926344,ok,very weak,False,"source leads; best positive lag +8Q, corr 0.20, n=18. Strongest absolute relation is lag +0Q, corr -0.38."
Procurement spend -> Supplier revenue,Hyperscalers,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,0.20279580745489229,28,0.041126139521281746,6,-0.24528373046390023,ok,very weak,False,"source leads; best positive lag +2Q, corr 0.20, n=28. Strongest absolute relation is lag +6Q, corr -0.25."
Procurement spend -> Supplier revenue,HW equipment,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,0.1932717880252056,26,0.03735398404646,-1,-0.3707296663700085,ok,very weak,False,"source leads; best positive lag +4Q, corr 0.19, n=26. Strongest absolute relation is lag -1Q, corr -0.37."
Procurement spend -> Supplier revenue,Server Networking,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,0.19164238299361008,26,0.036726802959469534,5,0.19164238299361008,ok,very weak,False,"source leads; best positive lag +5Q, corr 0.19, n=26. Strongest absolute relation is lag +5Q, corr 0.19."
Procurement spend -> Supplier revenue,CPU,meterier,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.18809615191635862,28,0.03538016236574186,8,-0.2683627797970221,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.19, n=28. Strongest absolute relation is lag +8Q, corr -0.27."
Procurement spend -> Supplier revenue,Energy,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,0.18746343134373683,26,0.035142538091167935,1,-0.19073943341671912,ok,very weak,False,"target leads; best positive lag -3Q, corr 0.19, n=26. Strongest absolute relation is lag +1Q, corr -0.19."
Procurement spend -> Supplier revenue,OSAT / packiging,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.17393452028498937,29,0.03025321734676938,7,-0.25243557127092,ok,very weak,False,"source leads; best positive lag +1Q, corr 0.17, n=29. Strongest absolute relation is lag +7Q, corr -0.25."
Procurement spend -> Supplier revenue,Server OEM,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,0.17283470992091254,29,0.029871836953445984,2,0.17283470992091254,ok,very weak,False,"source leads; best positive lag +2Q, corr 0.17, n=29. Strongest absolute relation is lag +2Q, corr 0.17."
Procurement spend -> Supplier revenue,HW equipment,Server OEM,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,0.1714170605855685,28,0.029383808659796458,-3,0.1714170605855685,ok,very weak,False,"target leads; best positive lag -3Q, corr 0.17, n=28. Strongest absolute relation is lag -3Q, corr 0.17."
Procurement spend -> Supplier revenue,OSAT / packiging,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,0.1657935774094357,25,0.02748751031021855,-3,-0.7315925191732839,ok,very weak,False,"source leads; best positive lag +5Q, corr 0.17, n=25. Strongest absolute relation is lag -3Q, corr -0.73."
Procurement spend -> Supplier revenue,components,meterier,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.1639352253214828,26,0.026874758101205338,-4,-0.5912257273361906,ok,very weak,False,"source leads; best positive lag +1Q, corr 0.16, n=26. Strongest absolute relation is lag -4Q, corr -0.59."
Procurement spend -> Supplier revenue,meterier,Server EMS,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,0.16143486361810377,24,0.026061215191395766,-4,0.16143486361810377,ok,very weak,False,"target leads; best positive lag -4Q, corr 0.16, n=24. Strongest absolute relation is lag -4Q, corr 0.16."
Procurement spend -> Supplier revenue,AI Chip,meterier,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,8,source leads,0.15329757148444706,20,0.023500145423029157,-4,-0.33578302664681836,ok,very weak,False,"source leads; best positive lag +8Q, corr 0.15, n=20. Strongest absolute relation is lag -4Q, corr -0.34."
Procurement spend -> Supplier revenue,Server EMS,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,0.15106005005829673,27,0.022819138723615115,4,0.15106005005829673,ok,very weak,False,"source leads; best positive lag +4Q, corr 0.15, n=27. Strongest absolute relation is lag +4Q, corr 0.15."
Procurement spend -> Supplier revenue,HW equipment,Server EMS,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,0.1487341623245119,27,0.02212185104237425,-4,0.1487341623245119,ok,very weak,False,"target leads; best positive lag -4Q, corr 0.15, n=27. Strongest absolute relation is lag -4Q, corr 0.15."
Procurement spend -> Supplier revenue,HW equipment,AI Software,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,2,source leads,0.12588492308689095,26,0.015847013860592448,-2,-0.2704812066519775,ok,very weak,False,"source leads; best positive lag +2Q, corr 0.13, n=26. Strongest absolute relation is lag -2Q, corr -0.27."
Procurement spend -> Supplier revenue,components,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,5,source leads,0.12155852432609009,26,0.014776474836336635,8,-0.12196557593999872,ok,very weak,False,"source leads; best positive lag +5Q, corr 0.12, n=26. Strongest absolute relation is lag +8Q, corr -0.12."
Procurement spend -> Supplier revenue,HW equipment,AI Chip,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.10972805476104128,31,0.012040246001642073,0,0.10972805476104128,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.11, n=31. Strongest absolute relation is lag +0Q, corr 0.11."
Procurement spend -> Supplier revenue,SW equipment,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-3,target leads,0.10600841514802585,26,0.011237784082196197,3,-0.20934196290976953,ok,very weak,False,"target leads; best positive lag -3Q, corr 0.11, n=26. Strongest absolute relation is lag +3Q, corr -0.21."
Procurement spend -> Supplier revenue,meterier,Server Networking,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.10564416928302932,28,0.011160690503501356,-4,-0.16920920027871697,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.11, n=28. Strongest absolute relation is lag -4Q, corr -0.17."
Procurement spend -> Supplier revenue,DRAM,meterier,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.10357854679618475,28,0.010728515356409434,8,-0.5619385515953718,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.10, n=28. Strongest absolute relation is lag +8Q, corr -0.56."
Procurement spend -> Supplier revenue,HW equipment,Server Networking,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,0.10330072578627451,27,0.01067103994797108,-4,0.10330072578627451,ok,very weak,False,"target leads; best positive lag -4Q, corr 0.10, n=27. Strongest absolute relation is lag -4Q, corr 0.10."
Procurement spend -> Supplier revenue,meterier,CPU,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-1,target leads,0.09452021530614717,27,0.008934071101520417,-2,-0.19790027631830417,ok,very weak,False,"target leads; best positive lag -1Q, corr 0.09, n=27. Strongest absolute relation is lag -2Q, corr -0.20."
Procurement spend -> Supplier revenue,AI Chip,HW equipment,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.09357833048519616,30,0.008756903936396594,7,-0.30476130746161484,ok,very weak,False,"source leads; best positive lag +1Q, corr 0.09, n=30. Strongest absolute relation is lag +7Q, corr -0.30."
Procurement spend -> Supplier revenue,HW equipment,components,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,6,source leads,0.09035670869109393,24,0.008164334805487209,6,0.09035670869109393,ok,very weak,False,"source leads; best positive lag +6Q, corr 0.09, n=24. Strongest absolute relation is lag +6Q, corr 0.09."
Procurement spend -> Supplier revenue,meterier,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.0890554829814897,28,0.007930879049066402,-4,-0.24029847553433578,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.09, n=28. Strongest absolute relation is lag -4Q, corr -0.24."
Procurement spend -> Supplier revenue,HW equipment,Hyperscalers,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,-4,target leads,0.0744026822189226,26,0.005535759121369981,-4,0.0744026822189226,ok,very weak,False,"target leads; best positive lag -4Q, corr 0.07, n=26. Strongest absolute relation is lag -4Q, corr 0.07."
Procurement spend -> Supplier revenue,meterier,AI Platforms,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.057322693592956414,28,0.0032858912007519663,-3,-0.41063493229825687,ok,very weak,False,"source leads; best positive lag +1Q, corr 0.06, n=28. Strongest absolute relation is lag -3Q, corr -0.41."
Procurement spend -> Supplier revenue,meterier,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,0,synchronous,0.03484536012709953,28,0.0012141991223872579,-1,-0.1951055016762892,ok,very weak,False,"synchronous; best positive lag +0Q, corr 0.03, n=28. Strongest absolute relation is lag -1Q, corr -0.20."
Procurement spend -> Supplier revenue,AI Platforms,Energy,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,4,source leads,0.03376092850859699,24,0.0011398002937625972,8,-0.648664698891146,ok,very weak,False,"source leads; best positive lag +4Q, corr 0.03, n=24. Strongest absolute relation is lag +8Q, corr -0.65."
Procurement spend -> Supplier revenue,AI Chip,NAND,Cost of revenue,cost_of_revenue_usd_m_yoy_current_ratio,Revenue,YoY current-base ratio,revenue_usd_m_yoy_current_ratio,1,source leads,0.023496089921261933,29,0.0005520662415880265,6,-0.4615367037565811,ok,very weak,False,"source leads; best positive lag +1Q, corr 0.02, n=29. Strongest absolute relation is lag +6Q, corr -0.46."
